,date,Population Staying at Home,Population Not Staying at Home,Week,Month,business_id,avg_star,review_count,user_id,review_id,stars,text,name_x,postal_code_x,attributes,categories,sentiment,chicken,beef,tofu,miso,hot pot,mapo tofu,highly recommend,ly recommend,not recommend,good service,nice service,service is good,bad service,name_y,postal_code_y,block,sentiment_score,sentiment_score_vader,price_sentiment
11562,2021-12-24,417173.0,1166891.0,51,12,nbxFr2d30dYRWXy1rc0agg,3.0,127,zI0XWEuUH9_dx0sjfyz59g,QGaeP1lNcnbiSZJju1IRjA,5.0,"Not sure why the reviews aren't higher, but I quite enjoyed my experience here. I got the dry pot in the soup (I feel weird calling it hot pot? because it's really like dry pot in some creamy soup?) which was great. It reminded me of Mala Project in NYC, where you order your own ingredients and it comes out with the classic mala dry pot flavor. The soup was something new to me though, and I quite enjoyed it (although it was really hot, it was also quite a lot of food which was good). I may come back for the dry pot without the soup sometime. I feel that the price is just correlated with how much you order - I got a substantial amount of food for a bit under $20, but my friend ordered much more and it came out to be more expensive.",Chu Shang Spicy 厨尚麻辣,19107,"{'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': None, 'street': True, 'validated': None, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False'}","Restaurants, Chinese",0.18347107438016533,0,0,0,0,1,0,0,0,0,0,0,0,0,Chu Shang Spicy 厨尚麻辣,19107,Center,0.18347107438016533,0.9787,0.18347107438016533
11565,2021-12-24,417173.0,1166891.0,51,12,MN-Em6pY0ZXZQsLv6uBhrA,3.0,10,2fj5wJL90RviM1qADYDA7g,EA_lU3ArkdhAy1kwd7ogWw,2.0,"Would not recommend this establishment. I walked in and asked for the chicken and broccoli with fried rice (pretty standard) and she told me the price was $8.75, however it was inly 2:30 so I asked if they were still doing lunch specials and she told me no (even though the menus in the window said lunch specials were until 3pm). So I still paid and waited about five minutes for my food. I noticed when she handed me the container it wasn't really hot and when I got home I had to put it in the microwave. At first glance it did not look bad but the rice was not cooked all the way and there were hard bits in my food. The broccoli was fresh and crunchy though so I added a star for that.",Asian Garden,19104,"{'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True'}","Chinese, Restaurants",-0.06770833333333331,1,0,0,0,0,0,0,0,1,0,0,0,0,Asian Garden,19104,West,-0.06770833333333331,0.2778,-0.06770833333333331
11571,2021-12-25,407971.0,1176093.0,51,12,kbXpjBSweedxQ1WrlJ5i7Q,4.0,860,c3jxEe0hWrAHlFN8JwkK4g,17wAA7r5b4fZfayr3FpCEQ,1.0,Placed a delivery order for about $100 of foods. All of them were placed in one paper bag that barely fits. The grease spilled out and the bag breaks. Not sure why they can't even properly secure the items or just use two bags. Are they running short of paper bags? Do the employees get a bonus or do the restaurant get a huge saving in cost for using as few paper bags as they can? Things like this make it hard to know if the foods that cost $100 are still safe to eat.,Dan Dan,19102,"{'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'False', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTableService': 'True', 'Alcohol': ""u'full_bar'"", 'BYOB': 'False', 'RestaurantsDelivery': 'True', 'DogsAllowed': 'False', 'HappyHour': 'True', 'Caters': 'True'}","Taiwanese, Restaurants, Noodles, Szechuan, Chinese",0.07604166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,Dan Dan,19102,Center,0.07604166666666667,0.7999,0.07604166666666667
11579,2021-12-26,414739.0,1169325.0,52,12,AGlh4ZDv6jnoiYfz7At9mw,4.0,2672,bo9I04Ew_UQoYFbLLjR_0w,9CCp6LfTGk4iajcnNJQxaA,4.0,"Long line but good service. The dim sum was tasty and reasonably priced but it just wasn't as good as I wanted it to be after all the hype. We tried the pork soup dumplings, crab Rangoon and a few others. If you've been to Buddakan their dim sum is way better, but obviously much more expensive. Relatively good bang for your buck but not the best dim sum you'll eat.",Dim Sum Garden,19107,"{'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'beer_and_wine'"", 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'HasTV': 'False', 'DogsAllowed': 'False', 'RestaurantsTableService': 'False', 'BYOB': 'False', 'HappyHour': 'False', 'OutdoorSeating': 'True', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'Corkage': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'NoiseLevel': ""u'average'""}","Chinese, Restaurants, Dim Sum, Asian Fusion, Shanghainese",0.29615384615384616,0,0,0,0,0,0,0,0,0,1,0,0,0,Dim Sum Garden,19107,Center,0.29615384615384616,0.8859,0.29615384615384616
11583,2021-12-26,414739.0,1169325.0,52,12,_V6hl1oGkTV2KbGeax_HPA,4.0,926,r_1alN2HxjmsQHUCBeTnUQ,yxA0wVhRBOayc0wcpsoxTA,2.0,"I had a large order on Christmas Day. I saw the great reviews however, I am disappointed. The majority of the food was oily and wontons tasted like burnt oil. The duck was average in quality and sides were below average. It was very pricey for food court taste.",Sang Kee Peking Duck House,19107,"{'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'Caters': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'Corkage': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'ByAppointmentOnly': 'False', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsTableService': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'True', 'BYOB': 'False', 'HappyHour': 'False', 'GoodForMeal': ""{u'breakfast': False, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': None, u'dessert': False}"", 'WheelchairAccessible': 'True', 'HasTV': 'False'}","Restaurants, Noodles, Dim Sum, Hong Kong Style Cafe, Cantonese, Food, Barbeque, Juice Bars & Smoothies, Chinese",0.027380952380952377,0,0,0,0,0,0,0,0,0,0,0,0,0,Sang Kee Peking Duck House,19107,Center,0.027380952380952377,0.5423,0.027380952380952377
11586,2021-12-26,414739.0,1169325.0,52,12,bffLbfi1IEAff5C2IHJvFA,3.5,417,M6xjN2Gkp-rBOGoOEfGK2A,TrDUln3fO6-r02ZUxFlcWg,5.0,"Han's is amazing. The food is very authentic, and super yummy. Fast cooking time and is always prompt without any issues. Worth the steeper prices! Highly recommended. Also love the website lol- www.HandyNasty.com
:)",Han Dynasty,19127,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True'}","Chinese, Restaurants",0.45759259259259255,0,0,0,0,0,0,1,1,0,0,0,0,0,Han Dynasty,19127,North,0.45759259259259255,0.9731,0.45759259259259255
11611,2021-12-28,422497.0,1161567.0,52,12,uIlFxzyoJy7ud9j12aK7MA,4.5,117,lOIGKi-DA0PjJzYo2-3Anw,ewTupWyE8u562vGIFYD4LA,4.0,"Dined in with a friend. We were the only people. We ordered the cold yellow chicken, dry pot, cucumber salad, sesame noodles, and stir fry intenstines. The dry pot, cucumbers, and intestines were really good. The dry pot was rather small for the price. In San Jose, CA, for the same price, I got a dry pot that was double the size and that is San Jose. So this place is rather expensive and the portions are small. The cold chicken was kinda bland, the chili oil and broth they used didnt blend in together and infuse with the chicken. same goes for the sesame noodles, it was kinda bland and I definity had much better. Overally, the food was fine but not my choice of sichuan.",DJ Kitchen,19131,"{'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'HappyHour': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'RestaurantsReservations': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'HasTV': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BYOB': 'True', 'RestaurantsTableService': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True'}","Restaurants, Chinese, Noodles, Dim Sum, Bubble Tea, Food, Szechuan",-0.13560606060606062,1,0,0,0,0,0,0,0,0,0,0,0,0,DJ Kitchen,19131,West,-0.13560606060606062,0.6753,-0.13560606060606062
11614,2021-12-29,409792.0,1174272.0,52,12,MMRRS6YhVRx_iN5-JhMRYg,4.0,783,mpBh-P1ov_f5MwLWC1XY9A,Wa_CyUDO0jDGvKrR68KNTw,4.0,"Ordered a take out! So this review is only based on price and food and the take out experience. 

We ordered the homemade style tofu and dry pepper chicken. The dry pepper chicken is shooo goodd with lots of msg which we all love, right?  
The portion of the rice was generous. I do have to wait for a while for the food to arrive, around 1.5 hours (I live not too far away). Will try the dine in experience next time. Recommended!",Han Dynasty,19104,"{'BikeParking': 'True', 'Caters': 'True', 'HappyHour': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'Alcohol': ""u'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'None', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Chinese, Szechuan",-0.031125541125541122,1,0,1,0,0,0,0,0,0,0,0,0,0,Han Dynasty,19104,West,-0.031125541125541122,0.8715,-0.031125541125541122
11620,2021-12-29,409792.0,1174272.0,52,12,UQZ4p6xb_7gY7UXHmBzceg,3.5,587,Tw7bizIsR-V0MFLhP8nU9Q,s7GDEfIvUJsF-XDDCHjFwQ,5.0,"For starters the food was great. We ordered about 6 dishes and finished it before I could get a picture. Prices are low and fair. It is quite obvious that they are very short staffed. Two people up front and one cook bringing food. That being said, they did an excellent job running the whole restaurant. I saw a few issues where the two up front could come across as rude to some. However, they have no time to put up with people's petty complaints while running the place alone. I see it as completely fair, please treat your servers kindly, even if they are stressed. Lets also say they handled a hard situation with a solicitor very well, they kept him as close to the door as possible and honestly it took me a while to even notice the situation. Please be patient with food workers, and they did everything  professionally.",Tom's Dim Sum,19107,"{'NoiseLevel': ""'average'"", 'WiFi': ""u'free'"", 'Alcohol': ""'none'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'HappyHour': 'False', 'WheelchairAccessible': 'True', 'GoodForMeal': ""{u'breakfast': False, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': None, u'dessert': False}"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True'}","Restaurants, Chinese, Shanghainese, Dim Sum",0.25677083333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom's Dim Sum,19107,Center,0.25677083333333334,0.9222,0.25677083333333334
11630,2021-12-30,406586.0,1177478.0,52,12,iksVwRfpWymIUUFqw0tXpw,4.5,1128,tJgQm4i2MlIpk5TZaQFrfw,mPbDHfXSa706vOEiIMutRg,1.0,"Ordered take our. Took forever and they never answer their phone.

Salt to the wound, they got my order completely wrong! What if I had an allergy? Nothing was marked and it was super expensive. Could not get an answer so I was stuck with food I did not order that cost way too much. 

Never going back.",Chubby Cattle,19107,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'HappyHour': 'False', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'Alcohol': ""u'beer_and_wine'""}","Restaurants, Bars, Seafood, Japanese, Hot Pot, Nightlife, Chinese, Conveyor Belt Sushi, Mongolian, Asian Fusion",-0.08194444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,Chubby Cattle,19107,Center,-0.08194444444444444,-0.2648,-0.08194444444444444
